Order Date,Brand,Sneaker Name,Sale Price,Retail Price,Release Date,Shoe Size,Buyer Region,Gain/Loss
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,610,130,10/3/18,8.5,California,480
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,560,130,10/3/18,12.0,California,430
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,528,130,10/3/18,7.5,Massachusetts,398
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,525,130,10/3/18,6.0,New York,395
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,585,130,10/3/18,8.5,New York,455
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,545,130,10/3/18,10.0,Ohio,415
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,491,130,10/3/18,7.0,Oregon,361
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,573,130,10/3/18,9.0,Delaware,443
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,513,130,10/3/18,7.0,Ohio,383
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,584,130,10/3/18,8.5,Delaware,454
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,580,130,10/3/18,9.5,Illinois,450
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,540,130,10/3/18,10.0,Texas,410
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,465,130,10/3/18,8.0,Florida,335
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,460,130,10/3/18,10.5,Georgia,330
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,475,130,10/3/18,10.0,Virginia,345
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,478,130,10/3/18,8.0,Georgia,348
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,485,130,10/3/18,8.5,New York,355
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,488,130,10/3/18,8.5,Minnesota,358
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,480,130,10/3/18,9.5,Florida,350
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,486,130,10/3/18,12.0,California,356
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,480,130,10/3/18,15.0,Pennsylvania,350
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,477,130,10/3/18,8.0,Texas,347
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,468,130,10/3/18,10.0,New York,338
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,485,130,10/3/18,11.0,Rhode Island,355
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,401,130,10/3/18,7.5,California,271
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,470,130,10/3/18,10.5,South Carolina,340
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,454,130,10/3/18,10.0,California,324
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,471,130,10/3/18,9.0,Arizona,341
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,469,130,10/3/18,10.0,New York,339
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,428,130,10/3/18,5.5,Texas,298
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,805,130,8/25/18,8.5,Ohio,675
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,714,130,8/25/18,6.0,Washington,584
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,669,130,8/25/18,10.5,Nevada,539
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,749,130,8/25/18,4.5,Oregon,619
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,698,130,8/25/18,10.0,Oregon,568
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,698,130,8/25/18,10.0,New York,568
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,688,130,8/25/18,6.0,New York,558
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,660,130,8/25/18,6.5,Oregon,530
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,800,130,8/25/18,8.5,Oregon,670
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,674,130,8/25/18,7.0,Oregon,544
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,730,130,8/25/18,10.0,Arizona,600
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,655,130,8/25/18,11.5,Texas,525
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,745,130,8/25/18,4.5,Oregon,615
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,710,130,8/25/18,10.0,Pennsylvania,580
11/1/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,682,130,8/25/18,7.0,Oregon,552
11/1/18,Off-White,Nike-React-Hyperdunk-2017-Flyknit-Off-White,580,200,11/1/17,12.0,California,380
11/1/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,310,200,6/14/18,9.0,District of Columbia,110
11/1/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,339,200,6/14/18,13.0,California,139
11/1/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,234,200,6/14/18,8.0,Maine,34
11/1/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,223,200,6/14/18,6.0,California,23
11/2/18,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2199,190,9/9/17,11.5,Oregon,2009
11/2/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,750,190,6/23/18,13.0,Florida,560
11/2/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,725,190,6/23/18,13.0,California,535
11/2/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,688,190,6/23/18,12.0,Oregon,498
11/2/18,Off-White,Air-Jordan-1-Retro-High-Off-White-White,2300,190,3/3/18,9.0,New York,2110
11/2/18,Off-White,Nike-Air-Max-97-Off-White-Black,690,190,10/18/18,9.5,Florida,500
11/2/18,Off-White,Nike-Air-Max-97-Off-White-Black,620,190,10/18/18,13.0,New Jersey,430
11/2/18,Off-White,Nike-Air-Max-97-Off-White-Black,664,190,10/18/18,14.0,California,474
11/2/18,Off-White,Nike-Air-Max-97-Off-White-Elemental-Rose-Queen,832,190,8/25/18,11.0,Delaware,642
11/2/18,Off-White,Nike-Air-Max-97-Off-White-Menta,877,190,10/18/18,13.0,Texas,687
11/2/18,Off-White,Nike-Air-Max-97-Off-White-Menta,724,190,10/18/18,9.5,Texas,534
11/2/18,Off-White,Nike-Air-Max-97-Off-White-Menta,876,190,10/18/18,13.0,Maryland,686
11/2/18,Off-White,Nike-Air-Presto-Off-White-Black-2018,580,160,7/27/18,7.0,New York,420
11/2/18,Off-White,Nike-Air-Presto-Off-White-Black-2018,715,160,7/27/18,11.0,New York,555
11/2/18,Off-White,Nike-Air-Presto-Off-White-White-2018,514,160,8/3/18,11.0,Indiana,354
11/2/18,Off-White,Nike-Air-Presto-Off-White-White-2018,490,160,8/3/18,13.0,Indiana,330
11/2/18,Off-White,Nike-Air-Presto-Off-White-White-2018,547,160,8/3/18,8.0,Texas,387
11/2/18,Off-White,Nike-Air-Presto-Off-White-White-2018,560,160,8/3/18,8.0,New York,400
11/2/18,Off-White,Nike-Air-Presto-Off-White-White-2018,540,160,8/3/18,11.0,New York,380
11/2/18,Off-White,Nike-Air-Presto-Off-White-White-2018,625,160,8/3/18,9.0,Arizona,465
11/2/18,Off-White,Nike-Air-Presto-Off-White-White-2018,600,160,8/3/18,9.0,Alabama,440
11/2/18,Off-White,Nike-Air-VaporMax-Off-White-2018,508,250,4/14/18,11.0,California,258
11/2/18,Off-White,Nike-Air-VaporMax-Off-White-2018,618,250,4/14/18,12.0,North Carolina,368
11/2/18,Off-White,Nike-Air-VaporMax-Off-White-Black,527,250,3/30/18,4.0,New Jersey,277
11/2/18,Off-White,Nike-Blazer-Mid-Off-White,1300,130,9/9/17,9.5,California,1170
11/2/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,584,130,10/3/18,10.0,Ohio,454
11/2/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,565,130,10/3/18,13.0,New York,435
11/2/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,536,130,10/3/18,10.5,California,406
11/2/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,525,130,10/3/18,7.5,California,395
11/2/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,621,130,10/3/18,8.5,Texas,491
11/2/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,580,130,10/3/18,10.0,California,450
11/2/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,485,130,10/3/18,9.0,New York,355
11/2/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,505,130,10/3/18,9.0,New Jersey,375
11/2/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,501,130,10/3/18,11.5,Texas,371
11/2/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,476,130,10/3/18,10.5,California,346
11/2/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,493,130,10/3/18,11.0,New York,363
11/2/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,440,130,10/3/18,7.0,Indiana,310
11/2/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,505,130,10/3/18,8.0,New York,375
11/2/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,495,130,10/3/18,11.5,Arizona,365
11/2/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,497,130,10/3/18,8.0,Michigan,367
11/2/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,740,130,8/25/18,10.5,Arizona,610
11/2/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,900,130,8/25/18,9.0,New York,770
11/2/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,629,130,8/25/18,12.0,Maryland,499
11/2/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,750,130,8/25/18,10.0,New York,620
11/2/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,726,130,8/25/18,4.0,Oregon,596
11/2/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,253,200,6/14/18,10.5,Delaware,53
11/3/18,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2550,190,9/9/17,10.0,Virginia,2360
11/3/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,800,190,6/23/18,10.5,Connecticut,610
11/3/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,949,190,6/23/18,4.5,California,759
11/3/18,Off-White,Air-Jordan-1-Retro-High-Off-White-White,2189,190,3/3/18,10.5,Texas,1999
11/3/18,Off-White,Nike-Air-Force-1-Low-Off-White,1650,170,11/1/17,7.5,Arizona,1480
11/3/18,Off-White,Nike-Air-Max-90-Off-White,949,160,9/9/17,12.0,California,789
11/3/18,Off-White,Nike-Air-Max-97-Off-White,909,190,11/1/17,11.0,Connecticut,719
11/3/18,Off-White,Nike-Air-Max-97-Off-White-Black,601,190,10/18/18,12.0,Texas,411
11/3/18,Off-White,Nike-Air-Max-97-Off-White-Black,625,190,10/18/18,11.5,New York,435
11/3/18,Off-White,Nike-Air-Max-97-Off-White-Elemental-Rose-Queen,792,190,8/25/18,12.0,California,602
11/3/18,Off-White,Nike-Air-Max-97-Off-White-Menta,727,190,10/18/18,9.5,Pennsylvania,537
11/3/18,Off-White,Nike-Air-Max-97-Off-White-Menta,665,190,10/18/18,7.0,Virginia,475
11/3/18,Off-White,Nike-Air-Presto-Off-White-Black-2018,720,160,7/27/18,11.0,Ohio,560
11/3/18,Off-White,Nike-Air-Presto-Off-White-Black-2018,665,160,7/27/18,13.0,California,505
11/3/18,Off-White,Nike-Air-Presto-Off-White-Black-2018,621,160,7/27/18,5.0,New York,461
11/3/18,Off-White,Nike-Air-Presto-Off-White-White-2018,585,160,8/3/18,10.0,California,425
11/3/18,Off-White,Nike-Air-Presto-Off-White-White-2018,624,160,8/3/18,9.0,California,464
11/3/18,Off-White,Nike-Air-VaporMax-Off-White-2018,537,250,4/14/18,11.5,Indiana,287
11/3/18,Off-White,Nike-Air-VaporMax-Off-White-Black,649,250,3/30/18,11.0,New York,399
11/3/18,Off-White,Nike-Air-VaporMax-Off-White-Black,655,250,3/30/18,9.5,New Jersey,405
11/3/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,580,130,10/3/18,10.5,Texas,450
11/3/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,550,130,10/3/18,10.5,Ohio,420
11/3/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,610,130,10/3/18,5.0,Oregon,480
11/3/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,598,130,10/3/18,10.0,Missouri,468
11/3/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,515,130,10/3/18,7.0,Virginia,385
11/3/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,565,130,10/3/18,7.5,California,435
11/3/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,605,130,10/3/18,8.0,California,475
11/3/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,630,130,10/3/18,5.0,Pennsylvania,500
11/3/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,506,130,10/3/18,10.0,Minnesota,376
11/3/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,524,130,10/3/18,9.5,Texas,394
11/3/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,441,130,10/3/18,7.0,Oklahoma,311
11/3/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,507,130,10/3/18,10.0,California,377
11/3/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,745,130,8/25/18,13.0,New York,615
11/3/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,776,130,8/25/18,4.0,California,646
11/3/18,Off-White,Nike-React-Hyperdunk-2017-Flyknit-Off-White,621,200,11/1/17,10.0,California,421
11/3/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,369,200,6/14/18,9.5,Oregon,169
11/3/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,235,200,6/14/18,10.0,Indiana,35
11/3/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,270,200,6/14/18,11.5,Massachusetts,70
11/4/18,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2222,190,9/9/17,11.5,Oklahoma,2032
11/4/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,765,190,6/23/18,10.5,Ohio,575
11/4/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,936,190,6/23/18,9.5,Oregon,746
11/4/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,786,190,6/23/18,11.0,New York,596
11/4/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,1095,190,6/23/18,9.0,New York,905
11/4/18,Off-White,Nike-Air-Max-97-Off-White-Black,629,190,10/18/18,13.0,New York,439
11/4/18,Off-White,Nike-Air-Max-97-Off-White-Black,586,190,10/18/18,11.0,Florida,396
11/4/18,Off-White,Nike-Air-Max-97-Off-White-Menta,750,190,10/18/18,10.5,New York,560
11/4/18,Off-White,Nike-Air-Max-97-Off-White-Menta,719,190,10/18/18,9.5,Massachusetts,529
11/4/18,Off-White,Nike-Air-Presto-Off-White,1700,160,9/9/17,10.0,California,1540
11/4/18,Off-White,Nike-Air-Presto-Off-White-Black-2018,691,160,7/27/18,12.0,Florida,531
11/4/18,Off-White,Nike-Air-Presto-Off-White-Black-2018,716,160,7/27/18,10.0,Pennsylvania,556
11/4/18,Off-White,Nike-Air-Presto-Off-White-Black-2018,695,160,7/27/18,12.0,California,535
11/4/18,Off-White,Nike-Air-Presto-Off-White-Black-2018,750,160,7/27/18,9.0,Michigan,590
11/4/18,Off-White,Nike-Air-Presto-Off-White-White-2018,869,160,8/3/18,14.0,Louisiana,709
11/4/18,Off-White,Nike-Air-Presto-Off-White-White-2018,633,160,8/3/18,9.0,Massachusetts,473
11/4/18,Off-White,Nike-Air-Presto-Off-White-White-2018,630,160,8/3/18,9.0,Oregon,470
11/4/18,Off-White,Nike-Air-Presto-Off-White-White-2018,574,160,8/3/18,8.0,New Jersey,414
11/4/18,Off-White,Nike-Air-Presto-Off-White-White-2018,599,160,8/3/18,10.0,Florida,439
11/4/18,Off-White,Nike-Air-VaporMax-Off-White-2018,540,250,4/14/18,10.0,California,290
11/4/18,Off-White,Nike-Air-VaporMax-Off-White-2018,599,250,4/14/18,9.5,New York,349
11/4/18,Off-White,Nike-Air-VaporMax-Off-White-Black,625,250,3/30/18,11.0,Indiana,375
11/4/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,600,130,10/3/18,10.5,Florida,470
11/4/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,548,130,10/3/18,11.0,Florida,418
11/4/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,598,130,10/3/18,9.5,Florida,468
11/4/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,500,130,10/3/18,6.5,New York,370
11/4/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,481,130,10/3/18,11.0,Michigan,351
11/4/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,510,130,10/3/18,10.0,New York,380
11/4/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,509,130,10/3/18,10.0,California,379
11/4/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,505,130,10/3/18,10.5,New York,375
11/4/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,400,130,10/3/18,6.0,New York,270
11/4/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,513,130,10/3/18,9.0,New York,383
11/4/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,491,130,10/3/18,8.5,Virginia,361
11/4/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,800,130,8/25/18,9.5,Arizona,670
11/4/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,840,130,8/25/18,8.5,Arizona,710
11/4/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,340,200,6/14/18,9.0,Georgia,140
11/4/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,232,200,6/14/18,10.5,New Jersey,32
11/5/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,1020,190,6/23/18,9.5,Alabama,830
11/5/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,1105,190,6/23/18,9.0,Massachusetts,915
11/5/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,1120,190,6/23/18,9.0,Pennsylvania,930
11/5/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,885,190,6/23/18,10.0,California,695
11/5/18,Off-White,Nike-Air-Max-97-Off-White-Black,690,190,10/18/18,8.5,California,500
11/5/18,Off-White,Nike-Air-Max-97-Off-White-Black,610,190,10/18/18,12.0,Florida,420
11/5/18,Off-White,Nike-Air-Max-97-Off-White-Black,620,190,10/18/18,10.5,North Carolina,430
11/5/18,Off-White,Nike-Air-Max-97-Off-White-Elemental-Rose-Queen,1000,190,8/25/18,9.0,Alabama,810
11/5/18,Off-White,Nike-Air-Max-97-Off-White-Elemental-Rose-Queen,750,190,8/25/18,11.5,Virginia,560
11/5/18,Off-White,Nike-Air-Max-97-Off-White-Menta,715,190,10/18/18,6.0,California,525
11/5/18,Off-White,Nike-Air-Max-97-Off-White-Menta,711,190,10/18/18,9.5,Maryland,521
11/5/18,Off-White,Nike-Air-Presto-Off-White-Black-2018,680,160,7/27/18,13.0,Arizona,520
11/5/18,Off-White,Nike-Air-Presto-Off-White-Black-2018,711,160,7/27/18,10.0,California,551
11/5/18,Off-White,Nike-Air-Presto-Off-White-Black-2018,679,160,7/27/18,8.0,Florida,519
11/5/18,Off-White,Nike-Air-Presto-Off-White-Black-2018,725,160,7/27/18,11.0,Michigan,565
11/5/18,Off-White,Nike-Air-Presto-Off-White-White-2018,540,160,8/3/18,8.0,Nebraska,380
11/5/18,Off-White,Nike-Air-Presto-Off-White-White-2018,533,160,8/3/18,12.0,Florida,373
11/5/18,Off-White,Nike-Air-Presto-Off-White-White-2018,530,160,8/3/18,13.0,Rhode Island,370
11/5/18,Off-White,Nike-Air-Presto-Off-White-White-2018,470,160,8/3/18,7.0,Florida,310
11/5/18,Off-White,Nike-Air-VaporMax-Off-White-2018,610,250,4/14/18,8.5,Washington,360
11/5/18,Off-White,Nike-Air-VaporMax-Off-White-2018,584,250,4/14/18,11.0,Texas,334
11/5/18,Off-White,Nike-Air-VaporMax-Off-White-Black,669,250,3/30/18,10.0,California,419
11/5/18,Off-White,Nike-Air-VaporMax-Off-White-Black,665,250,3/30/18,11.5,Texas,415
11/5/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,610,130,10/3/18,5.0,Oregon,480
11/5/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,583,130,10/3/18,4.5,Arizona,453
11/5/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,506,130,10/3/18,6.0,Florida,376
11/5/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,507,130,10/3/18,6.0,Oregon,377
11/5/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,601,130,10/3/18,9.0,Maryland,471
11/5/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,581,130,10/3/18,9.5,Oregon,451
11/5/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,506,130,10/3/18,7.0,Oregon,376
11/5/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,430,130,10/3/18,7.0,New York,300
11/5/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,478,130,10/3/18,11.0,Illinois,348
11/5/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,499,130,10/3/18,11.0,Illinois,369
11/5/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,425,130,10/3/18,7.0,Florida,295
11/5/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,500,130,10/3/18,10.5,Ohio,370
11/5/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,510,130,10/3/18,9.0,California,380
11/5/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,505,130,10/3/18,9.5,New Jersey,375
11/5/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,800,130,8/25/18,10.0,California,670
11/5/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,660,130,8/25/18,12.0,Arizona,530
11/5/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,810,130,8/25/18,9.0,Oregon,680
11/5/18,Off-White,Nike-React-Hyperdunk-2017-Flyknit-Off-White,580,200,11/1/17,14.0,Ohio,380
11/5/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,260,200,6/14/18,8.5,California,60
11/5/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,250,200,6/14/18,12.0,Florida,50
11/5/18,Off-White,Nike-Zoom-Fly-Off-White,750,170,11/1/17,9.5,California,580
11/6/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,925,190,6/23/18,5.5,California,735
11/6/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,890,190,6/23/18,10.0,New York,700
11/6/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,782,190,6/23/18,11.0,New York,592
11/6/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,758,190,6/23/18,12.0,Texas,568
11/6/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,1031,190,6/23/18,9.0,Arizona,841
11/6/18,Off-White,Nike-Air-Force-1-Low-Off-White,938,170,11/1/17,11.0,California,768
11/6/18,Off-White,Nike-Air-Max-90-Off-White,935,160,9/9/17,10.0,Minnesota,775
11/6/18,Off-White,Nike-Air-Max-97-Off-White-Black,620,190,10/18/18,12.0,New York,430
11/6/18,Off-White,Nike-Air-Max-97-Off-White-Black,645,190,10/18/18,10.5,New York,455
11/6/18,Off-White,Nike-Air-Max-97-Off-White-Black,635,190,10/18/18,7.0,Georgia,445
11/6/18,Off-White,Nike-Air-Max-97-Off-White-Elemental-Rose-Queen,799,190,8/25/18,11.5,California,609
11/6/18,Off-White,Nike-Air-Max-97-Off-White-Menta,695,190,10/18/18,8.0,Michigan,505
11/6/18,Off-White,Nike-Air-Max-97-Off-White-Menta,688,190,10/18/18,8.5,Arkansas,498
11/6/18,Off-White,Nike-Air-Presto-Off-White-Black-2018,670,160,7/27/18,12.0,Pennsylvania,510
11/6/18,Off-White,Nike-Air-Presto-Off-White-Black-2018,740,160,7/27/18,9.0,New Jersey,580
11/6/18,Off-White,Nike-Air-Presto-Off-White-White-2018,590,160,8/3/18,10.0,California,430
11/6/18,Off-White,Nike-Air-Presto-Off-White-White-2018,530,160,8/3/18,12.0,Florida,370
11/6/18,Off-White,Nike-Air-Presto-Off-White-White-2018,620,160,8/3/18,9.0,New Jersey,460
11/6/18,Off-White,Nike-Air-Presto-Off-White-White-2018,589,160,8/3/18,8.0,Illinois,429
11/6/18,Off-White,Nike-Air-VaporMax-Off-White,1199,250,9/9/17,8.0,District of Columbia,949
11/6/18,Off-White,Nike-Air-VaporMax-Off-White-2018,588,250,4/14/18,10.0,New York,338
11/6/18,Off-White,Nike-Air-VaporMax-Off-White-2018,588,250,4/14/18,10.0,New York,338
11/6/18,Off-White,Nike-Air-VaporMax-Off-White-Black,625,250,3/30/18,12.0,Connecticut,375
11/6/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,545,130,10/3/18,11.5,California,415
11/6/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,611,130,10/3/18,8.5,Missouri,481
11/6/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,575,130,10/3/18,13.0,Ohio,445
11/6/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,502,130,10/3/18,6.0,California,372
11/6/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,600,130,10/3/18,9.0,New York,470
11/6/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,562,130,10/3/18,11.0,Pennsylvania,432
11/6/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,611,130,10/3/18,8.5,Wisconsin,481
11/6/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,530,130,10/3/18,7.0,New Jersey,400
